,src,target,model_pred
1548,rt username : got to love xabi alonso ! ! httpurl,rt username : got to love xabi alonso ! ! httpurl,rt username : got to love xabi alonso ! ! httpurl
1549,username wow congratz im so happy for you,username wow congratulations i'm so happy for you,username wow congratulations i'm so happy for you
1550,username i've just fucking told u xd,username i've just fucking told you xd,username i've just fucking told you xd
1551,username are u ready cus i'm jus gonna pull out front,username are you ready because i'm just gonna pull out front,username are you ready because i'm just gonna pull out front
1552,"dont every disrespect yo nigga , when you do that shit you a really his bitch","don't ever disrespect your nigger , when you do that shit you a really his bitch","don't ever disrespect your nigger , when you do that shit you a really his bitch"
1553,rt username : stop acting like nothing happened for god sakelah weh omg .,rt username : stop acting like nothing happened for god sakelah weh oh my god .,rt username : stop acting like nothing happened for god sakelah weh oh my god .
1554,username / hug kuy erat / miss u more more : * ( { } ),username / hug kuy erat / miss you more more : * ( { } ),username / hug kuy erat / miss you more more : * ( { } )
1555,rt username : muka bangga pegang thomas cup . maklumlah ' for the first time in forever ' hahahahaha,rt username : muka bangga pegang thomas cup . maklumlah ' for the first time in forever ' hahahahaha,rt username : muka bangga pegang thomas cup . maklumlah'for the first time in forever'hahahahah
1556,"rt username : username lls , girl you kno you & your shawdy bouta be laid up tonight","rt username : username laughing like shit , girl you know you & your shawdy about to be laid up tonight","rt username : username laughing like shit , girl you know you & your shawdy about to be laid up tonight"
1557,username its ur paymaster that should be held responsible bcos d security of d state is under his office presently .,username its your paymaster that should be held responsible because the security of the state is under his office presently .,username its your paymaster that should be held responsible because the security of the state is under his office presently .
1558,rt username : whitepaper : securing multiple domains with ssl - httpurl,rt username : whitepaper : securing multiple domains with ssl - httpurl,rt username : whitepaper : securing multiple domains with ssl - httpurl
1559,"b . cants is hashtag on the reverbnation r & b / soul charts for warner robins , ga . httpurl hashtag why","b . cants is hashtag on the reverbnation r & b / soul charts for warner robins , ga . httpurl hashtag why","b . cants is hashtag on the reverbnation r & b / soul charts for warner robins , ga . httpurl hashtag why"
1560,httpurl vote knoxville & i'll buy u cookies noteven kidding,httpurl vote knoxville & i'll buy you cookies noteven kidding,httpurl vote knoxville & i'll buy you cookies noteven kidding
1561,rt username : moto x 16gb white gsm unlocked smartphone $ 299 . 99 fs username mobilepros1 via ebay httpurl,rt username : moto x 16gb white gsm unlocked smartphone $ 299 . 99 fs username mobilepros1 via ebay httpurl,rt username : moto x 16gb white gsm unlocked smartphone $ 299 . 99 fs username mobilepros1 via ebay httpurl
1562,"did waka really name his new mixtape "" re - up "" lmao","did waka really name his new mixtape "" re - up "" laughing my ass off","did waka really name his new mixtape "" re - up "" laughing my ass off"
1563,idk if im crying from emotions or onions rn lol . username,i don't know if i'm crying from emotions or onions right now laughing out loud . username,i don't know if i'm crying from emotions or onions right now laughing out loud . username
1564,username username username where tf is the link at niqqa,username username username where the fuck is the link at nigger,username username hashtag where the fuck is the link at nigger
1565,i think im gettin a long island a lil later . . unhuh,i think i'm getting a long island a little later . . unhuh,i think i'm getting a long island a little later . . unhuh
1566,rt username : bruh . this why white people dont like niggas httpurl,rt username : brother . this why white people don't like niggers httpurl,rt username : brother . this why white people don't like niggers httpurl
1567,hi username when and where is a divs boys floorball 3 / 4th placing match ? : ),hi username when and where is a divs boys floorball 3 / 4th placing match ? : ),hi username when and where is a divs boys floorball 3 / 4th placing match ? : )
1568,ramos is a better striker than giroud ? ? ? * crien,ramos is a better striker than giroud ? ? ? * crien,ramos is a better striker than giroud ? ? ? * crien
1569,rt username : bae gon come make me breakfast in the morning,rt username : bae gonna come make me breakfast in the morning,rt username : bae gonna come make me breakfast in the morning
1570,see what i'm saying ? username : new video : tiwa savage - wanted : our very own naija beyonce . . nice video . . httpurl,see what i'm saying ? username : new video : tiwa savage - wanted : our very own naija beyonce . . nice video . . httpurl,see what i'm saying ? username : new video : tiwa savage - wanted : our very own naija beyonce . . nice video . . httpurl
1571,[ fantaken ] 140517 mino username 2ne1 aon concert in manila hashtag ( cr : username ) - zi httpurl,[ fantaken ] 140517 mino username 2ne1 aon concert in manila hashtag ( cr : username ) - zi httpurl,[ fantaken ] 140517 mino username 2ne1 aon concert in manila hashtag ( cr : username ) - zi httpurl
1572,rt username : { fantaken } 140526 luhan at mbc idol futsal championship | | cr . luvely httpurl,rt username : { fantaken } 140526 luhan at mbc idol futsal championship | | cr . luvely httpurl,rt username : { fantaken } 140526 luhan at mbc idol futsal championship | | cr . luvely httpurl
1573,username nay buy for me i'll give ya tha dough dawg,username nay buy for me i'll give you the dough dawg,username nay buy for me i'll give you the dough dawg
1574,"craving for balut and penoy , except the chick .","craving for balut and penoy , except the chick .","craving for balut and penoy , except the chick ."
1575,username lol u have one too ?,username laughing out loud you have one too ?,username laughing out loud you have one too ?
1576,nah rt username : paul and donzell wanna be bae soooo badly .,nah rt username : paul and donzell wanna be bae so badly .,nah rt username : paul and donzell wanna be bae so badly .
1577,rt username : when the person you're speaking to doesnt popup httpurl,rt username : when the person you're speaking to doesn't popup httpurl,rt username : when the person you're speaking to doesn't popup httpurl
1578,rt username : dressin room shenanigans ! with harrystyles httpurl,rt username : dressing room shenanigans ! with harrystyles httpurl,rt username : dressing room shenanigans ! with harrystyles httpurl
1579,rt username : tweet off sakit hati bye,rt username : tweet off sakit hati bye,rt username : tweet off sakit hati bye
1580,can y'all pls shut the fk up,can y'all please shut the fuck up,can y'all please shut the fuck up
1581,username if you get it please send me pics dawg . . i actually neeed it,username if you get it please send me pictures dawg . . i actually neeed it,username if you get it please send me pictures dawg . . i actually neeed it
1582,rt username : camila with funaki and dinah's aunt ( via rinatauveli on ig ) httpurl,rt username : camila with funaki and dinah's aunt ( via rinatauveli on instagram ) httpurl,rt username : camila with funaki and dinah's aunt ( via rinatauveli on instagram ) httpurl
1583,rt username : lmao y'all niggas are quick af httpurl,rt username : laughing my ass off y'all niggers are quick as fuck httpurl,rt username : laughing my ass off y'all niggers are quick as fuck httpurl
1584,rt username : username baby girl that wasnt me i dont dress like that whatchu talkin bout ? httpurl,rt username : username baby girl that wasn't me i don't dress like that what you talking about ? httpurl,rt username : username baby girl that wasn't me i don't dress like that what you talking about ? httpurl
1585,rt username : rt if u ready for summer & da new vids & meet & greets ! ! !,rt username : retweet if you ready for summer & the new videos & meet & greets ! ! !,rt username : retweet if you ready for summer & the new videos & meet & greets ! ! !
1586,"rt username : vanessa hudgens , ashley tisdale , selena gomez and sarah hyland . httpurl","rt username : vanessa hudgens , ashley tisdale , selena gomez and sarah hyland . httpurl","rt username : vanessa hudgens , ashley tisdale , selena gomez and sarah hyland . httpurl"
1587,username heey harry ! ! ! follow me please ? ? ? you are so important to me . . . and ilysm ! ! ! please notice mee ! ! ! : s x47,username heey harry ! ! ! follow me please ? ? ? you are so important to me . . . and i love you so much ! ! ! please notice me ! ! ! : s x47,username heey harry ! ! ! follow me please ? ? ? you are so important to me . . . and i love you so much ! ! please notice me ! ! : s x47
1588,username you watchin the whole thing or just comin at the end to eat ?,username you watching the whole thing or just coming at the end to eat ?,username you watching the whole thing or just coming at the end to eat ?
1589,1 daily follower . 3 unfollowers . justunfollow doesn't miss a trick - via httpurl,1 daily follower . 3 unfollowers . just unfollow doesn't miss a trick - via httpurl,1 daily follower . 3 unfollowers . just unfoll doesn't miss a trick - via httpurl
1590,life is full of chances . take it lightly . ~ ~ jonghyun of shinee,life is full of chances . take it lightly . ~ ~ jonghyun of shinee,life is full of chances . take it lightly . ~ ~ jonghyun of shinee
1591,my sweetface had me up & working early . . love my lil sweet niece !,my sweet face had me up & working early . . love my little sweet niece !,my sweet face had me up & working early . . love my little sweet niece !
1592,"dd dude has voted for "" shriya saran h "" on the poll who is more hott httpurl httpurl","dd dude has voted for "" shriya saran h "" on the poll who is more hot httpurl httpurl","dd dude has voted for "" shriya saran h "" on the poll who is more hot httpurl httpurls"
1593,"lol "" username : sizothi twitpic rt username : i'm xhosa , but my boobs aint huge and i don't a mkhaba ! nizothini kengoku ? ""","laughing out loud "" username : sizothi twitpic rt username : i'm xhosa , but my boobs ain't huge and i don't a mkhaba ! nizothini kengoku ? ""","laughing out loud "" username : sizothi twitpic rt username - i'm xhosa , but my boobs ain't huge and i don't a mkhaba ! nizothini kengoku ? """
1594,username lol . everybody says that . she's the feminine version of me lol .,username laughing out loud . everybody says that . she's the feminine version of me laughing out loud .,username laughing out loud . everybody says that . she's the feminine version of me laughing out out loud !
1595,"damn bruh , tanzanian girls doin their thang again - httpurl httpurl","damn brother , tanzanian girls doing their thing again - httpurl httpurl","damn brother , tanzanian girls doing their thing again - httpurl httpurlsurl"
1596,rt username : username cus ihavnt received anything cx lol,rt username : username because i haven't received anything cx laughing out loud,rt username : username because i haven't received anything cx laughing out loud
1597,like if you want to kik me : ) message me your kik usernames or put it in the comment . . . : httpurl,like if you want to kik me : ) message me your kik usernames or put it in the comment . . . : httpurl,like if you want to kik me : ) message me your kik usernames or put it in the comment . . . : httpurl
1598,i had to be informed n told face to face i didnt undestanrd but now life has meaning,i had to be informed and told face to face i didn't undestanrd but now life has meaning,i had to be informed and told face to face i didn't undestanrd but now life has meaning
1599,username nyanyi let fly with balot,username nyanyi let fly with balot,username nyanyi let fly with balot
1600,video : down the pub with victorious farage : ukip leader nigel farage has again ruled out a coalition of euro - s . . . httpurl,video : down the pub with victorious farage : ukip leader nigel farage has again ruled out a coalition of euro - s . . . httpurl,video : down the pub with victorious farage : ukip leader nigel farage has again ruled out a coalition of euro - s . . . httpurl
1601,rt username : idk how i would feel if tanner took more selfies than i did . . . . .,rt username : i don't know how i would feel if tanner took more selfies than i did . . . . .,rt username : i don't know how i would feel if tanner took more selfies than i did . . . shit .
1602,username hehe and we've officially learnt that the widest part of your body is your boobs ; ),username hehe and we've officially learned that the widest part of your body is your boobs ; ),username hehe and we've officially learned that the widest part of your body is your boobs ; )
1603,rt username : 59 . sourires contagieux . / smiles run in the family hashtag hashtag hashtag httpurl,rt username : 59 . sourires contagieux . / smiles run in the family hashtag hashtag hashtag httpurl,rt username : 59 . sourires contagieux . / smiles run in the family hashtag hashtag httpurl
1604,username yeah y ? lol . she was one of our ptr team member too .,username yeah y ? laughing out loud . she was one of our ptr team member too .,username yeah y ? laughing out loud . she was one of our ptr team member too .
1605,rt username : roland emmerich to direct stargate reboot ! httpurl,rt username : roland emmerich to direct stargate reboot ! httpurl,rt username : roland emmerich to direct stargate reboot ! httpurl
1606,. username she u / s d effect of hungry - - > sleepy - > waking up hungry cycle : - d n upsc chaat wala isnt good nw username username,. username she u / s the effect of hungry - - > sleepy - > waking up hungry cycle : - d n upsc chaat wala isn't good now username username,. username she u / s the effect of hungry - - > sleepy - > waking up hungry cycle : - d n upsc chaat wala isn't good now username username
1607,hashtag boro eka lage . . . from the movie chowringhee : httpurl,hashtag boro eka lage . . . from the movie chowringhee : httpurl,hashtag boro eka lage . . . from the movie chowringhee : httpurl
1608,aye did you have fun at whataburger lastnight lol username,aye did you have fun at what a burger last night laughing out loud username,aye did you have fun at what a burger last night laughing out loud username
1609,"rt username : "" my bff from 10 years "" . . w hini 3mron 11","rt username : "" my best friend forever from 10 years "" . . w hini 3mron 11","rt username : "" my best friend forever from 10 years "" . . w hini 3mron 11"
1610,username oh nvm lol i was gonna say use your study gguide cos ots the same questions,username oh never mind laughing out loud i was gonna say use your study guide because ots the same questions,username oh never mind laughing out loud i was gonna say use your study guide because ots the same questions
1611,would love yaya toure to go to psg . hashtag,would love yaya toure to go to psg . hashtag,would love yaya toure to go to psg . hashtag
1612,username shiavi i m extremely sorrrrrrrrrrrrry yr for not talking this time pls don't be upset with me yr pls . . . . . . . . . . . . : ) : ) : ) : ),username shiavi i am extremely sorry you're for not talking this time please don't be upset with me you're please . . . . . . . . . . . . : ) : ) : ) : ),username shiavi i am extremely sorry you're for not talking this time please don't be upset with me you'll be upset without me . . . : . . httpurl
1613,why is my whole tl talking about how attractive zayn malik is im having chest pains,why is my whole tl talking about how attractive zayn malik is i'm having chest pains,why is my whole tl talking about how attractive zayn malik is i'm having chest pains
1614,hot babe bar refaeli 5 hot babe bar refaeli httpurl,hot babe bar refaeli 5 hot babe bar refaeli httpurl,hot babe bar refaeli 5 hot babes baraeli httpurl
1615,username tell my mama by christina grimmie idk it's super catchy,username tell my mama by christina grimmie i don't know it's super catchy,username tell my mama by christina grimmie i don't know it's super catchy
1616,john f . kennedy by nomi khan : akansha _ gautam posted a photo : via 500px : httpurl httpurl,john f . kennedy by nomi khan : akansha _ gautam posted a photo : via 500px : httpurl httpurl,john f . kennedy by nomi khan : akansha _ gautam posted a photo : via 500px : httpurl httpurls
1617,"rt username : lmaoo too far rt username : yo arthur really knocked dw out bruh lmaooo , should've kicked that lil bitch too","rt username : laughing my ass off too far retweet username : your author really knocked dw out brother laughing my ass off , should have kicked that little bitch too","rt username : laughing my ass off too far retweet username - your author really knocked dw out brother laughing my fucking ass off , should have kicked that little bitch too"
1618,username username welp go to the strip lol,username username welp go to the strip laughing out loud,username username welp go to the strip laughing out loud
1619,mtn i need automatic configuration on my fone ( 08135627853 ) my fone is htc desire hd a9191,mtn i need automatic configuration on my phone ( 08135627853 ) my phone is htc desire hd a9191,mtn i need automatic configuration on my phone ( 08135627853 ) my phone is htc desire hd a9191
1620,keinget sama kenang'an ( alm ) ayah itu bikin air mata netes :'( miss dad :'(,keinget sama kenang'an ( alm ) ayah itu bikin air mata netes :'( miss dad :'(,keinget sama kenang'an ( alm ) ayah itu bikin air mata netes :'( miss dad :'s
1621,coolin with my hashtag username slight turn up lol httpurl,cooling with my hashtag username slight turn up laughing out loud httpurl,cooling with my hashtag username slight turn up laughing out loud httpurl
1622,but this bandana around his neck making him just even more sexey ! ! * _ * httpurl,but this bandana around his neck making him just even more sexey ! ! * _ * httpurl,but this bandana around his neck making him just even more sexey ! ! * _ * httpurl
1623,rt username : you silenced me - teach yoon jong ill,rt username : you silenced me - teach yoon jong i'll,rt username : you silenced me - teach yoon jong i'll
1624,username u goin to summer jam ?,username you going to summer jam ?,username you going to summer jam ?
1625,"username haha i just fired yo ass all the way up haha , okay imma be nice","username haha i just fired you ass all the way up haha , okay i'm going to be nice","username haha i just fired you ass all the way up haha , okay i'm going to be nice"
1626,ima be a better mother to my kids than my momma was to me .,i'm going to be a better mother to my kids than my mama was to me .,i'm going to be a better mother to my kids than my mama was to me .
1627,"hey fukuyama , the history is not over . . httpurl ludwig von mises fmi hayek fed friedman psdb dem httpurl .","hey fukuyama , the history is not over . . httpurl ludwig von mises fmi hayek fed friedman psdb dem httpurl .","hey fukuyama , the history is not over . . httpurl ludwig von mises fmi hayek fed friedman psdb dem httpurls ."
1628,"rt username : niners signed kevin greene , thats dope hashtag","rt username : niners signed kevin greene , that's dope hashtag","rt username : niners signed kevin greene , that's dope hashtag"
1629,username im so sure i heard tht from a song . . . .,username i'm so sure i heard that from a song . . . .,username i'm so sure i heard that from a song . . . !
1630,"username aw armo youre lush , dont let him get to you xx","username aw armo you're lush , don't let him get to you xx","username aw armo you're lush , don't let him get to you xx"
1631,smokin on dis compton but bitch i'm in chiraq !,smoking on this compton but bitch i'm in chiraq !,smoking on this compton but bitch i'm in chiraq !
1632,rt username : hashtag a ) hes gay b ) he has a boyfriend c ) hes in a relationship with louis tomlinson d ) all the above,rt username : hashtag a ) he's gay b ) he has a boyfriend c ) he's in a relationship with louis tomlinson d ) all the above,rt username : hashtag a ) he's gay b ) he has a boyfriend c ) he s in a relationship with louis tomlinson d ) all the above
1633,rt username : still crying cause ashtons voice asdfghjkl omfg httpurl,rt username : still crying because ashtons voice asdfghjkl oh my fucking god httpurl,rt username : still crying because ashtons voice asdfghjkl oh my fucking god httpurl
1634,i am feeli better modi government than manmohan gov .,i am feeling better modi government than manmohan government .,i am feeling better modi government than manmohan government .
1635,me va a explotar la cabeza !,me va a explotar la cabeza !,me va a explotar la cabeza !
1636,video : saints last night just couldnt help it lmbo droppin all over the place at . . . httpurl,video : saints last night just couldn't help it lmbo dropping all over the place at . . . httpurl,video : saints last night just couldn't help it lmbo dropping all over the place at . . . httpurl
1637,rt username : di baling walang load basta may wifi at twitter .,rt username : di baling walang load basta may wifi at twitter .,rt username : di baling walang load basta may wifi at twitter .
1638,congrats to atletico madrid ( y ),congratulations to atletico madrid ( y ),congratulations to atletico madrid ( y )
1639,harrys texting someone with an iphone . httpurl,harrys texting someone with an iphone . httpurl,harrys texting someone with an iphone . httpurl
1640,rt username : username lol that nigga money said control ur bitch nigga,rt username : username laughing out loud that nigger money said control your bitch nigger,rt username : username laughing out loud that nigger money said control your bitch nigger
1641,"rt username : i can discuss the aesthetics now . cristiano is a beaut beaut beaut omg , isco too mmmm and ramos mm nah hello","rt username : i can discuss the aesthetics now . cristiano is a beaut beaut beaut oh my god , isco too mmmm and ramos mm nah hello","rt username : i can discuss the aesthetics now . cristiano is a beaut beaut gonna be oh my god , isco too mmmm and ramos mm nah hello"
1642,rt username : japan don't lansi lanyong there ah later gojira fuck you all up,rt username : japan don't lansi lanyong there ah later gojira fuck you all up,rt username : japan don't lansi lanyong there ah later gojira fuck you all up
1643,aren't rela sukarelawan ( volunteers ) ? so that means they can suka / rela / wan vote anyone they want lah . hashtag,aren't rela sukarelawan ( volunteers ) ? so that means they can suka / rela / wan vote anyone they want lah . hashtag,aren't rela sukarelawan ( volunteers ) ? so that means they can suka / rela / wan vote anyone they want lah . hashtag
1644,"rt username : hehehe "" username : you all know mike nkansah is mean . . . ryt . . ? ? ""","rt username : hehehe "" username : you all know mike nkansah is mean . . . right . . ? ? ""","rt username : hehehe "" username ; you all know mike nkansah is mean . . . right . . ? ? """
1645,"rt username : stay real , stay down & stay true . . thats all a nigga ask","rt username : stay real , stay down & stay true . . that's all a nigger ask","rt username : stay real , stay down & stay true . . that's all a nigger ask"
1646,"americans . enjoy british humour . stressing the word "" humour "" httpurl","americans . enjoy british humour . stressing the word "" humor "" httpurl","americans . enjoy british humour . stressing the word "" humor "" httpurl"
1647,rt username : hashtag buat rp esp yooara biased ! just retweet : ) ) ),rt username : hashtag buat rp esp yooara biased ! just retweet : ) ) ),rt username : hashtag buat rp esp yooara biased ! just retweet : ) ) )
1648,rt username : i'll be joining coach sumlin and the texas a & m aggies ! hashtag,rt username : i'll be joining coach sumlin and the texas a & m aggies ! hashtag,rt username : i'll be joining coach sumlin and the texas a & m aggies ! hashtag
1649,nigga you got tone hellup be grateful rt username : ! rt username : i want a cool nickname lol,nigger you got tone hellup be grateful rt username : ! rt username : i want a cool nickname laughing out loud,nigger you got tone hellup be grateful rt username : ! rt user name : i want a cool nickname laughing out loud
1650,wtf are friends ? them niggas ain't fuckin loyal .,what the fuck are friends ? them niggers ain't fucking loyal .,what the fuck are friends ? them niggers ain't fucking loyal .
1651,sendo cold for callin her shit lol smh,sendo cold for calling her shit laughing out loud shaking my head,sendo cold for calling her shit laughing out loud shaking my head
1652,"username dont see it being as open as that , although froch should win","username don't see it being as open as that , although froch should win","username don't see it being as open as that , although froch should win"
1653,chayse enjoying his black tongue wizz fizz httpurl,chayse enjoying his black tongue wizz fizz httpurl,chayse enjoying his black tongue wizz fizz httpurl
1654,username what hav u done,username what have you done,username what have you done
1655,rt username : gemma and ashton kissing * macklemore's voice * whut whut whut httpurl,rt username : gemma and ashton kissing * macklemore's voice * what what what httpurl,rt username : gemma and ashton kissing * macklemore's voice * what what what httpurl
1656,username dont take it out on me because your old as fuck ; - ) haha,username don't take it out on me because your old as fuck ; - ) haha,username don't take it out on me because your old as fuck ; - ) haha
1657,username are you gonna wash me ? ; ) haha cause i won't hahaha oh well ; p,username are you gonna wash me ? ; ) haha because i won't hahaha oh well ; p,username are you gonna wash me ? ; ) haha because i won't hahaha oh well ; p
1658,1 tweep unfollowed ( goodbye ! ) me in the past day . thank you httpurl .,1 tweep unfollowed ( goodbye ! ) me in the past day . thank you httpurl .,1 tweep unfollowed ( goodbye ! ) me in the past day . thank you httpurl .
1659,rt username : remember the last time niall performed at home n his friends just httpurl,rt username : remember the last time niall performed at home and his friends just httpurl,rt username : remember the last time niall performed at home and his friends just httpurl
1660,im promoting username vs username username thys a battle . . . u cant go wrong with that . . . just have the money ryte,i'm promoting username vs username username there's a battle . . . you can't go wrong with that . . . just have the money right,i'm promoting username vs username username there's a battle . . . you can't go wrong with that . . just have the money right
1661,i need some rest lol ive been on my shit the last couple of days .,i need some rest laughing out loud i've been on my shit the last couple of days .,i need some rest laughing out loud i've been on my shit the last couple of days .
1662,i'm responding to blog comments for work and it's so hard not to answer as auro : ' d,i'm responding to blog comments for work and it's so hard not to answer as auro : ' d,i'm responding to blog comments for work and it's so hard not to answer as auro :'d
1663,we're all spoilt by vixx but they made us this way im not even sorry : ^ (,we're all spoilt by vixx but they made us this way i'm not even sorry : ^ (,we're all spoilt by vixx but they made us this way i'm not even sorry : ^ (
1664,rt username : retweet if u a lil ugly,rt username : retweet if you a little ugly,rt username : retweet if you a little ugly
1665,"rt username : "" imagine niall laughing into a kiss "" imagine me stabbing u with a fork","rt username : "" imagine niall laughing into a kiss "" imagine me stabbing you with a fork","rt username : "" imagine niall laughing into a kiss "" imagine me stabbing you with a fork"
1666,username just went by the store i but all my diecast from and told me elliott sadlers cars dnp . ive bought tons from yall . not anymore,username just went by the store i but all my diecast from and told me elliott sadlers cars dnp . i've bought tons from y'all . not anymore,username just went by the store i but all my diecast from and told me elliott sadlers cars dnp . i've bought tons from y'all . not anymore
1667,why giva bxtch an inch wen she rather have 9,why give a bitch an inch when she rather have 9,why give a bitch an inch when she rather have 9
1668,tbh if u nice period we give credit hashtag,to be honest if you nice period we give credit hashtag,to be honest if you nice period we give credit hashtag
1669,"2day marks 1 full week without my fone , if you hve been tryn to get ahold of me , due 2 pepul wth long fingers , il be downgrding soon 2 a nokia","today marks 1 full week without my phone , if you have been trying to get a hold of me , due to people with long fingers , i'll be downgrading soon to a nokia","today marks 1 full week without my phone , if you have been trying to get a hold of me , due to people with long fingers , i'll be downgrading soon to a nokia"
1670,rt username : most of all highschool taught me that yo day 1's always gon be day 1's and no new friends should b the motto frfr,rt username : most of all high school taught me that your day 1's always gonna be day 1's and no new friends should be the motto for real for real,rt username : most of all high school taught me that your day 1's always gonna be day 1 - s new friends should be the motto for real for real
1671,not for nothin justin bieber crushed that hold tight track,not for nothing justin bieber crushed that hold tight track,not for nothing justin bieber crushed that hold tight track
1672,username lol i favorited too soon . . . i don't see one either,username laughing out loud i favorited too soon . . . i don't see one either,username laughing out loud i favorited too soon . . . i don't see one either
1673,username hahaha ! yeah it's kinna tough to do yourself but it's doable ! promise !,username hahaha ! yeah it's kinda tough to do yourself but it's doable ! promise !,username hahaha ! yeah it's kinda tough to do yourself but it'l doable ! promise !
1674,rt username : new tune : tarrus riley - greatest creation [ greatest creation riddim - jukeboxx productions httpurl,rt username : new tune : tarrus riley - greatest creation [ greatest creation riddim - jukebox productions httpurl,rt username : new tune : tarrus riley - greatest creation [ greatest creation riddim - jukebox productions httpurl
1675,rt username : lil nigga look like a spider - man villain tht hasn't been released . httpurl,rt username : little nigger look like a spider - man villain that hasn't been released . httpurl,rt username : little nigger look like a spider - man villain that hasn't been released . httpurl
1676,""" allways seems to me , you allways see what people want you to see . . . """,""" always seems to me , you always see what people want you to see . . . """,""" always seems to me , you always see what people want you to see . . . """
1677,"rt username : hall , geno on field for warmups but not in unis ; still , boling go inside after warmups","rt username : hall , geno on field for warmups but not in universities ; still , boling go inside after warmups","rt username : hall , geno on field for warmups but not in universities ; still , boling go inside after warmups"
1678,if - lost - return - to - awesome asked : before i read homestuck i thought that equius and nepeta were brother and . . . httpurl,if - lost - return - to - awesome asked : before i read homestuck i thought that equius and nepeta were brother and . . . httpurl,if - lost - return - to - awesome asked : before i read homestuck i thought that equius and nepeta were brother and . . . httpurl
1679,username slim pickins on wings when u live in podunkville ms,username slim pickins on wings when you live in podunkville ms,username slim pickins on wings when you live in podunkville ms
1680,username haha ! pretty good bitch ! missyou ! : *,username haha ! pretty good bitch ! miss you ! : *,username haha ! pretty good bitch ! miss you ! : *
1681,rt username : i rather be playing username than to be doing hw tbh,rt username : i rather be playing username than to be doing homework to be honest,rt username : i rather be playing username than to be doing homework to be honest
1682,username good luck with up comeing event x,username good luck with up coming event x,username good luck with up coming event x
1683,omg cmon pacers bruh how the fuck ! ! you let them get this lead,oh my god come on pacers brother how the fuck ! ! you let them get this lead,oh my god come on pacers brother how the fuck ! ! you let them get this lead
1684,currently at psar mlm tluk kmbaq baq hg,currently at psar mlm tluk kmbaq baq hg,currently at psar mlm tluk kmbaq baq hg
1685,httpurl hashtag : kattee mens top layer real cow leather shoulder briefcase attache 15 inch laptop bag . . . httpurl,httpurl hashtag : kattee mens top layer real cow leather shoulder briefcase attache 15 inch laptop bag . . . httpurl,httpurl hashtag : kattee mens top layer real cow leather shoulder briefcase attache 15 inch laptop bag . . . httpurls
1686,a pair of tw o - o ut walks with a double sandwiched in between and the red sox suddenly have the bases loaded for pedroia .,a pair of tw o - o ut walks with a double sandwiched in between and the red sox suddenly have the bases loaded for pedroia .,a pair of tw o - o ut walks with a double sandwiched in between and the red sox suddenly have the bases loaded for pedroia .
1687,rt username : i know that jongin is the original sex god but oh sehun is just a pornstar - in - the - making,rt username : i know that jongin is the original sex god but oh sehun is just a pornstar - in - the - making,rt username : i know that jongin is the original sex god but oh sehun is just a pornstar - in - the - making
1688,but tobi is ten centimeters taller than senpai ! username username,but tobi is ten centimeters taller than senpai ! username username,but tobi is ten centimeters taller than senpai ! username username
1689,rt username : dude jaylen be making me soo mad,rt username : dude jaylen be making me so mad,rt username : dude jaylen be making me so mad
1690,rt username : hatake kakashi : nothing was the same . feature bonus track - sharingone ( madara diss ) httpurl,rt username : hatake kakashi : nothing was the same . feature bonus track - sharingone ( madara diss ) httpurl,rt username : hatake kakashi : nothing was the same . feature bonus track - sharingone ( madara diss ) httpurl
1691,dont sleep on these dope bangers ! ! ! httpurl,don't sleep on these dope bangers ! ! ! httpurl,don't sleep on these dope bangers ! ! ! httpurl
1692,tyneteeswear news : technip safeguards hundreds of tyneside jobs with world leading cables . . . httpurl hashtag hashtag,tyneteeswear news : technip safeguards hundreds of tyneside jobs with world leading cables . . . httpurl hashtag hashtag,tyneteeswear news : technip safeguards hundreds of tyneside jobs with world leading cables . . . httpurl hashtag hashtag
1693,the dog represents all that is best in man . - etienne charlet,the dog represents all that is best in man . - etienne charlet,the dog represents all that is best in man . - etienne charlet
1694,2014 miss heritage nigeria to hold in akwa ibom httpurl,2014 miss heritage nigeria to hold in akwa ibom httpurl,2014 miss heritage nigeria to hold in akwa ibom httpurl
1695,rt username : cano cristales in colombia httpurl hashtag httpurl,rt username : cano cristales in colombia httpurl hashtag httpurl,rt username : cano cristales in colombia httpurl hashtag httpurls
1696,rt username : im tiard of mother in lore jokes . . lol ok here one more httpurl,rt username : i'm tired of mother in lore jokes . . laughing out loud ok here one more httpurl,rt username : i'm tired of mother in lore jokes . . laughing out loud ok here one more httpurl
1697,rt username : dressin room shenanigans ! with harrystyles httpurl,rt username : dressing room shenanigans ! with harry styles httpurl,rt username : dressing room shenanigans ! with harrystyles httpurl
1698,ongc spuds maiden palar probe httpurl,ongc spuds maiden palar probe httpurl,ongc spuds maiden palar probe httpurl
1699,fucking wise words from tupac amaru shakur hashtag,fucking wise words from tupac amaru shakur hashtag,fucking wise words from tupac amaru shakur hashtag
1700,rt username : rt for an indirect i will do all tommorow cause im going to bed : ) httpurl,rt username : retweet for an indirect i will do all tomorrow because i'm going to bed : ) httpurl,rt username : retweet for an indirect i will do all tomorrow because i'm going to bed : ) httpurl
1701,where's bae ? bae = bacon and eggs .,where's bae ? bae = bacon and eggs .,where's bae ? bae = bacon and eggs .
1702,username im sorrry imma text you now,username i'm sorry i'm going to text you now,username i'm sorry i've been text you now
